YEAR,MONTH,colder,hotter,wetter,drier
1992,1,0.17653320232539096,0.37157127650863836,0.2562024072709408,0.0
1992,2,0.0725672968028574,0.4006010976565903,0.2379127101663908,0.0
1992,3,0.23845934843616545,0.3298084353520153,0.2964574775287754,0.0
1992,4,0.2731024134050269,0.2738526947605352,0.25609603601350506,0.6150639823267059
1992,5,0.3252905457031407,0.3084409056178872,0.1525716813447541,0.7937829251618611
1992,6,0.3361263563618082,0.07545351711424861,0.16879634672587876,0.7773681344002681
1992,7,0.2624336069531627,0.03299533236761629,0.3532110091743119,0.5506196684371479
1992,8,0.44668376694759987,0.024062538170269942,0.1729164121982004,0.0
1992,9,0.3574152453589239,0.12487952059673972,0.2883124502367682,0.0
1992,10,0.2888790250988621,0.30328464207892825,0.14215963199096118,0.0
1992,11,0.16991179896821434,0.1616741554335164,0.3813862539524047,0.0
1992,12,0.2540098199672668,0.15887888707037642,0.3049509001636661,0.0
1993,1,0.2787247992132437,0.21525159809867234,0.29638583838714966,0.0
1993,2,0.34337404301859276,0.19331024425811155,0.26567626686110096,0.0
1993,3,0.28908107221903434,0.15579145831625543,0.28235920977129275,0.0
1993,4,0.29811715481171547,0.18217573221757322,0.322928870292887,0.5777824267782427
1993,5,0.2063453815261044,0.19325301204819278,0.3072690763052209,0.6139357429718876
1993,6,0.23647662343078785,0.10393293573007466,0.32718855569921174,0.6161738332568711
1993,7,0.08661161059354786,0.09340547577397176,0.33261462104877754,0.5850046784101541
1993,8,0.13136415063843543,0.16857927913366735,0.2576773880717634,0.0
1993,9,0.3713363243741876,0.07216235481571555,0.30340894796427526,0.0
1993,10,0.36593632732114756,0.18867772263244967,0.1710446677157729,0.0
1993,11,0.31197514276116894,0.1762680550890158,0.2371095062143097,0.0
1993,12,0.25579598145285937,0.21142113397868706,0.28593508500772796,0.0
1994,1,0.4923813849774952,0.1489036627162737,0.3198992443324937,0.0
1994,2,0.45263157894736844,0.2594668489405331,0.23604465709728867,0.0
1994,3,0.22184647979139505,0.30023631029986964,0.16260593220338984,0.0
1994,4,0.259167081466733,0.3514600962336154,0.2930977268956363,0.6419031027044965
1994,5,0.3378586480791052,0.2853785054303777,0.16473496514832225,0.7892689252715189
1994,6,0.16172731440957025,0.30719853278312703,0.22566795881789004,0.7236880496852987
1994,7,0.23876550101678695,0.052234937597192874,0.23944335898560548,0.6739104430001196
1994,8,0.30972183532969877,0.0776393807950973,0.21294122328783477,0.0
1994,9,0.2140010681566082,0.20027936403598867,0.21568546896183394,0.0
1994,10,0.19645145786606857,0.2224447292534444,0.18111182313361102,0.0
1994,11,0.15562791081069943,0.3440217615299015,0.2744095948563657,0.0
1994,12,0.14424550366965078,0.34055165739172516,0.20888781353334945,0.0
1995,1,0.28840882124299333,0.20232396383126713,0.28378544249416965,0.0
1995,2,0.30928947013617364,0.31755876140398187,0.18830614354411038,0.0
1995,3,0.23598568057928565,0.3989504515499146,0.22845984866975835,0.0
1995,4,0.2765032802640926,0.21503489198111236,0.3119384898249133,0.5836780744640843
1995,5,0.23956450122534248,0.10397332369129404,0.3355429673375919,0.5990518661363545
1995,6,0.15991471215351813,0.1841632175258163,0.2390150089886701,0.7097286675864376
1995,7,0.14793787258201874,0.1883288048988199,0.2161482622977412,0.7202644065047245
1995,8,0.03289152707757359,0.31822247519921937,0.20483005366726298,0.0
1995,9,0.3652641381645784,0.16796478157805622,0.18464273620047408,0.0
1995,10,0.2299695948722163,0.32964910839017175,0.23005177089325335,0.0
1995,11,0.4852716468590832,0.17584889643463497,0.18845500848896435,0.0
1995,12,0.3420212986367215,0.19268221936767083,0.2102100857746654,0.0
1996,1,0.436099258461411,0.2552715522598285,0.3154646008533908,0.0
1996,2,0.3238273268704082,0.3689953484328131,0.16923879493979047,0.0
1996,3,0.47598864244269784,0.18962182626229374,0.20410682687955228,0.0
1996,4,0.40590575916230365,0.2779895287958115,0.22743455497382198,0.6939895287958115
1996,5,0.2592336197418251,0.2528810522457955,0.33762267377937044,0.5782465284847498
1996,6,0.1750465549348231,0.23658371423734553,0.26959539529371934,0.6668782800067716
1996,7,0.29705918342374676,0.06607659991026635,0.22221315821674756,0.6960884284374108
1996,8,0.16140979203125635,0.06845468234911074,0.1570550649139229,0.0
1996,9,0.31657128429557313,0.14345228076081468,0.23186332267295068,0.0
1996,10,0.2605113636363636,0.304788961038961,0.191112012987013,0.0
1996,11,0.4096610962282604,0.09201853977973382,0.2838372241357316,0.0
1996,12,0.32915098285236305,0.22969468841488916,0.2848598912588875,0.0
1997,1,0.505984452761897,0.25558343273146056,0.2990169867971867,0.0
1997,2,0.15795644135816386,0.26951345989087794,0.27059566217252107,0.0
1997,3,0.20282272782576957,0.33540171148152653,0.25144989252544914,0.0
1997,4,0.4061291529793339,0.1499438646097551,0.20961370535157386,0.7028150858663562
1997,5,0.46575508228460794,0.09559535333978703,0.26738464020651825,0.6581961923201033
1997,6,0.20029264214046824,0.14092809364548495,0.2350334448160535,0.7149247491638796
1997,7,0.22787665053719347,0.1622242270155007,0.19138030017222996,0.7430492905765603
1997,8,0.24844493230881814,0.05716144245233158,0.23994796113347155,0.0
1997,9,0.2143846250681885,0.18060509420502707,0.2043556711845915,0.0
1997,10,0.33651026392961875,0.33492179863147603,0.17774519387422613,0.0
1997,11,0.31145881658302055,0.13563325039011428,0.24764877061279575,0.0
1997,12,0.0976477245170156,0.14687575782070972,0.2821113895400533,0.0
1998,1,0.158772035016189,0.32174121597313826,0.3185833633129472,0.0
1998,2,0.03196566974646407,0.45426281910934013,0.29793755747252265,0.0
1998,3,0.2646589549262066,0.23203031511767053,0.32720382927802155,0.0
1998,4,0.12855132544783782,0.2302133647738942,0.29950937511885295,0.6006161335716731
1998,5,0.05446906603212374,0.42716389054134446,0.23241374182034502,0.7036734086853064
1998,6,0.22761093334361387,0.244612359767146,0.335286634025984,0.6038783299279078
1998,7,0.12640334191190183,0.0974226996382082,0.2089813882361717,0.7185110588937377
1998,8,0.0767433234421365,0.0995919881305638,0.20701038575667655,0.0
1998,9,0.12976054732041048,0.4258836944127708,0.16347396427213987,0.0
1998,10,0.13943506969919295,0.2449743213499633,0.2467351430667645,0.0
1998,11,0.08804959683553933,0.3878366042902784,0.1911988437547543,0.0
1998,12,0.26382196064005886,0.4372631966157808,0.19702041567040648,0.0
1999,1,0.3610777544280997,0.2765310717502252,0.3560492344641249,0.0
1999,2,0.05843444385829647,0.4242584100961734,0.2799172178712008,0.0
1999,3,0.27610658284294015,0.236521802697467,0.15991081545378122,0.0
1999,4,0.09425052886068298,0.2739120580235721,0.3289891205802357,0.5626699909338169
1999,5,0.13349186025242363,0.24949698189134809,0.2543625388695811,0.6840314614962503
1999,6,0.1996814803579554,0.17397239496435613,0.2685803124526012,0.6741240709843773
1999,7,0.1140681599763436,0.2849486212759666,0.20185554816293338,0.7324610039180898
1999,8,0.1940430226144512,0.1286265857694429,0.16308144879573452,0.0
1999,9,0.4137473963264533,0.2907403900776368,0.1489490626775232,0.0
1999,10,0.3514750018300271,0.34276407290827904,0.11950076861137544,0.0
1999,11,0.13119478254275205,0.5473780002275054,0.10059530580517954,0.0
1999,12,0.25126866220489813,0.3308082665293815,0.2670809737442083,0.0
2000,1,0.32491346932763826,0.310258487370204,0.2508284851609102,0.0
2000,2,0.16834964326094584,0.45674295294163514,0.25513665250107215,0.0
2000,3,0.12027800785048075,0.45583204292556445,0.23565846807591198,0.0
2000,4,0.24638331277335426,0.2857463272401032,0.191095659975328,0.7096930955852118
2000,5,0.16097154854122928,0.3346847172953015,0.25490479982625064,0.6749800912184174
2000,6,0.24344246959775492,0.11326473339569691,0.30323666978484565,0.6368942937324602
2000,7,0.20075507660728686,0.05578769884905799,0.22021845905725387,0.6989223663954256
2000,8,0.11398963730569948,0.1871899459816999,0.17848087311211552,0.0
2000,9,0.35801813422360484,0.2970901779278425,0.21260290602830154,0.0
2000,10,0.2252823315118397,0.4104553734061931,0.17832422586520946,0.0
2000,11,0.3660581008152486,0.20048225973131242,0.2523060435564741,0.0
2000,12,0.7090742578035565,0.04907273143554911,0.3547660841028772,0.0
2001,1,0.27529437820678454,0.18626111992912775,0.21147244472333984,0.0
2001,2,0.32810713702433447,0.24126245304589253,0.30883553813490117,0.0
2001,3,0.36735443130920037,0.1137381599236361,0.17159850209266467,0.0
2001,4,0.20066328669995806,0.44905271985666906,0.25471734075401214,0.6485342888727939
2001,5,0.11890751637615188,0.3217867584471337,0.3309648051515488,0.5863217497501942
2001,6,0.2514089400138964,0.16058056048791786,0.24889986875627268,0.7021925422682004
2001,7,0.18030359126249537,0.15746019992595334,0.21140318400592373,0.7115142539800074
2001,8,0.14659685863874344,0.20894811994288434,0.20828909310584703,0.0
2001,9,0.29954250857796416,0.14826534502478078,0.23316812809759818,0.0
2001,10,0.2876536415336636,0.21735461383232435,0.2394423041643735,0.0
2001,11,0.05108260723233985,0.6495643394039116,0.22242997644067164,0.0
2001,12,0.1949488700462171,0.4346591942938244,0.2675861567014811,0.0
2002,1,0.161640838650866,0.4687693710118505,0.177538742023701,0.0
2002,2,0.15122904118508873,0.41128113299690705,0.2143903630148136,0.0
2002,3,0.3962668409775938,0.21658132694193266,0.26150270545084797,0.0
2002,4,0.26458185617793034,0.3429488375564429,0.28973392543941484,0.6158525208045676
2002,5,0.4253151753783911,0.1744030632518152,0.28400101145107104,0.6531806523859408
2002,6,0.14581862763309433,0.29304900248913324,0.19965077831853476,0.752535572314894
2002,7,0.09521076233183856,0.23687892376681616,0.17542600896860985,0.7602869955156951
2002,8,0.14908725746870855,0.1612810673170032,0.2011978624968619,0.0
2002,9,0.19850878488114573,0.3577808947290713,0.18034844234460357,0.0
2002,10,0.3728211864105932,0.1632290816145408,0.29354964677482337,0.0
2002,11,0.3013371537726839,0.21556094335463963,0.16097274263463376,0.0
2002,12,0.24978488455471104,0.27857450164921843,0.17302452316076294,0.0
2003,1,0.4348985549028794,0.18616887095030452,0.20739486107607483,0.0
2003,2,0.43571771867991027,0.1699775712912528,0.2931752643383531,0.0
2003,3,0.31901468700983887,0.377655782118922,0.2349921574219307,0.0
2003,4,0.2578664902220262,0.40041905602117334,0.23173062784884577,0.6896779885310984
2003,5,0.2069855410612649,0.12977692933149504,0.29423410047018067,0.635486265775798
2003,6,0.3529842012873025,0.07215476887068462,0.23445728496196605,0.7120757753071972
2003,7,0.19124227572981037,0.1261453228212231,0.21091696853469707,0.7123020100859436
2003,8,0.07701003249964675,0.24046206019499788,0.16818567189487071,0.0
2003,9,0.34198311465224224,0.12386243192865758,0.21614707064800262,0.0
2003,10,0.27105346856557233,0.3383750927660176,0.17220906809909178,0.0
2003,11,0.22973418881759852,0.30830430797433545,0.27259395050412466,0.0
2003,12,0.1694513312493263,0.26359095972117425,0.272250368294348,0.0
2004,1,0.39868698041174583,0.24405037999072324,0.25307738965997073,0.0
2004,2,0.2972367149758454,0.2421256038647343,0.21360386473429951,0.0
2004,3,0.1368376992570372,0.37043496459590497,0.36052879416791656,0.0
2004,4,0.2597242826645439,0.34529797011253033,0.16691391974526903,0.7624561276549553
2004,5,0.21841624508150648,0.3782672849915683,0.34815907813378305,0.5780283867341203
2004,6,0.2884685605783977,0.06192945300518513,0.23479149930621485,0.7040823778572993
2004,7,0.23577578632929186,0.038552099806712356,0.2678263925496398,0.632577754348972
2004,8,0.41466118362238513,0.03736813874485965,0.23264795279814054,0.0
2004,9,0.18580120243366816,0.2433668142707996,0.0980307448608561,0.0
2004,10,0.1830897920932977,0.2595189337405852,0.2688556454132102,0.0
2004,11,0.13219885829901004,0.2880265915167281,0.3331526844425175,0.0
2004,12,0.32108683233361895,0.2945586975149957,0.21933019137389317,0.0
2005,1,0.3014018691588785,0.23177570093457944,0.3338964773544213,0.0
2005,2,0.10975183502271933,0.3732572138723834,0.32642044351236943,0.0
2005,3,0.33978763272954404,0.24640849469081824,0.20105489624540218,0.0
2005,4,0.15928951028997396,0.3889859828084317,0.2270214359596248,0.6826693298141742
2005,5,0.31191609071649357,0.2300559163685618,0.17226409196679748,0.7573368527072553
2005,6,0.09525014459224986,0.32179005205320993,0.2096949103528051,0.7384326200115674
2005,7,0.160463569202759,0.17229788872938623,0.1929204159518224,0.7437764784146214
2005,8,0.142698577870274,0.21300728407908429,0.2114464099895942,0.0
2005,9,0.13719031934698553,0.43283688958900185,0.21964055563511384,0.0
2005,10,0.2639270976616231,0.3115887207702889,0.13149931224209077,0.0
2005,11,0.23773530576251664,0.41827736385559516,0.23510779973365006,0.0
2005,12,0.40053022639271635,0.11528935710049883,0.28932221718352114,0.0
2006,1,0.015917216721672168,0.5388476347634763,0.25426292629262925,0.0
2006,2,0.2676114890400605,0.3032123960695389,0.1755479969765684,0.0
2006,3,0.20848488968963524,0.2464901247577931,0.2871128939048849,0.0
2006,4,0.1342948717948718,0.4889957264957265,0.2641025641025641,0.6511039886039887
2006,5,0.22601053279529443,0.2604131044388209,0.2659188837972779,0.6489980165515354
2006,6,0.1953872779288666,0.16727298414156042,0.1949987638187405,0.7441104792851341
2006,7,0.1380055364256296,0.232766187293228,0.20393626358787387,0.716629532104517
2006,8,0.111298767100152,0.18361763215673027,0.24448572876203345,0.0
2006,9,0.3098974680895585,0.07316732928785659,0.251447304178001,0.0
2006,10,0.4146053386427294,0.21516552492154017,0.2395977457564202,0.0
2006,11,0.20723915180452185,0.3324322426625474,0.1973388569021205,0.0
2006,12,0.20192535044755952,0.390812362776558,0.23921634858976523,0.0
2007,1,0.239862820254186,0.335518794970076,0.282126286060117,0.0
2007,2,0.5003761661149564,0.15806500150466446,0.24951098405055672,0.0
2007,3,0.2114047754978675,0.49007623333445277,0.2906941599220875,0.0
2007,4,0.3492533204872342,0.33727892092767187,0.2358750258068956,0.6850526460670291
2007,5,0.1314547750382136,0.44331095899514855,0.21569083538246828,0.7247624111118496
2007,6,0.1553478141325268,0.19652185867473193,0.21930849601319768,0.7332966730822106
2007,7,0.2379108330850958,0.06255585344057193,0.16337338231886936,0.7727137324992552
2007,8,0.08458290388004122,0.3381986235329321,0.25424743159224655,0.0
2007,9,0.23263344467925556,0.3673052014452246,0.18341400231781307,0.0
2007,10,0.13989107113385046,0.3900313583099521,0.26506024096385544,0.0
2007,11,0.25920882413018315,0.32433444542792944,0.13389391979301424,0.0
2007,12,0.33127454600382666,0.16612399718035648,0.3887079990601188,0.0
2008,1,0.4149960859058575,0.2787515741465573,0.2790238589564685,0.0
2008,2,0.410964328137936,0.14517116014542314,0.38357150570533816,0.0
2008,3,0.32643418075336084,0.19862238786104086,0.24324504192732596,0.0
2008,4,0.27485042153929834,0.2678474299700843,0.2893323361435953,0.6160932825673103
2008,5,0.36803232537343095,0.1371841155234657,0.26933395157818035,0.6593250091080715
2008,6,0.13883928571428572,0.10065247252747253,0.29800824175824175,0.6376717032967033
2008,7,0.1750788120126099,0.06281732205077153,0.24838227974116475,0.6766882362701178
2008,8,0.2508056746071298,0.06079936210505332,0.13598458420545534,0.0
2008,9,0.16982297241663236,0.1568546727048168,0.24811307808425964,0.0
2008,10,0.27636520756472893,0.24439126533054142,0.20896068069265797,0.0
2008,11,0.33721010253939854,0.2579657284426399,0.2287867318147409,0.0
2008,12,0.5007043670758704,0.2171463071040451,0.4112832897296572,0.0
2009,1,0.5007919657601186,0.17163751558656018,0.24082499241734912,0.0
2009,2,0.294763295021989,0.3545585572268007,0.23345282530766104,0.0
2009,3,0.2679827925434355,0.3884349884950145,0.24160469536799278,0.0
2009,4,0.31841599120758346,0.22959884599532904,0.294099464212117,0.6153661217200165
2009,5,0.21427130271033695,0.22778936041428474,0.2498823054677517,0.6780550137870738
2009,6,0.22326589595375723,0.2319364161849711,0.26926782273603084,0.6718965042664464
2009,7,0.36884016925998736,0.011961483357211875,0.23689734448405692,0.6625795488621598
2009,8,0.2697888092011766,0.0435271176917738,0.2505205407013253,0.0
2009,9,0.18770593080724876,0.02587863811092806,0.17655134541460735,0.0
2009,10,0.30883375840482263,0.03070451459044086,0.41025471166904043,0.0
2009,11,0.059542559747996986,0.40457440252003013,0.17304663425323563,0.0
2009,12,0.35652756829227417,0.12837271660801072,0.3722138428020781,0.0
2011,1,0.4003577334548277,0.12470048260267963,0.3053558772906753,0.0
2011,2,0.3454285928930959,0.26357899481631736,0.3214634512808955,0.0
2011,3,0.25182690688668125,0.22077790873884492,0.2478194982320256,0.0
2011,4,0.20262561000756066,0.25991477077462366,0.3698535981854423,0.5197951749261117
2011,5,0.2821213231619974,0.2614011126286685,0.3031746560511676,0.6044838269096239
2011,6,0.13447525641468383,0.23997651690437546,0.26066236143246885,0.6814587146458542
2011,7,0.04582155833669762,0.32724397793029203,0.1923361593325259,0.7335822904050598
2011,8,0.15607513988808952,0.15514255262456703,0.19657607247535305,0.0
2011,9,0.33922346025018796,0.16128922004238158,0.25569075124752205,0.0
2011,10,0.27580959941781613,0.37970956964705105,0.1614898614005491,0.0
2011,11,0.1486518812151864,0.36048935515839114,0.2595769401633462,0.0
2011,12,0.15091711167866265,0.2969584397492454,0.3090318086835384,0.0
2012,1,0.1677241197935501,0.46687925309839245,0.2562543147374996,0.0
2012,2,0.11584327086882454,0.35274701873935266,0.28297132311186823,0.0
2012,3,0.08048667897652334,0.7245120021102611,0.2701793721973094,0.0
2012,4,0.1960764451647758,0.3077390599675851,0.21913830361966505,0.692733657482442
2012,5,0.10605758361593191,0.4796196555622049,0.1938626238446705,0.7603231597845601
2012,6,0.25163714069070103,0.3344247604604674,0.1208037499138347,0.8460398428344937
2012,7,0.04359238462305213,0.5377280127587467,0.1489517227630661,0.7852609894673888
2012,8,0.27771167955581993,0.2513054398836671,0.18100998083151562,0.0
2012,9,0.39093793715241054,0.19980210856733427,0.2267562864649084,0.0
2012,10,0.36815573906410637,0.2221669485623321,0.25221371007859916,0.0
2012,11,0.27874205189895174,0.30520708025433924,0.11950506959958755,0.0
2012,12,0.19705882352941176,0.3719585561497326,0.3080548128342246,0.0
2013,1,0.3023535704733886,0.3353503610591067,0.26414148167959345,0.0
2013,2,0.2878588853443423,0.22315631450553575,0.3506474010133233,0.0
2013,3,0.4225043043786503,0.10060430100266703,0.24145032240640085,0.0
2013,4,0.37986445888353243,0.22891776706490602,0.29857472228044435,0.5981275763292112
2013,5,0.2594289982007672,0.3205689649319347,0.30919645585090133,0.6171707913229453
2013,6,0.19843112424370338,0.1402842268186295,0.26572393414943013,0.6713099760799212
2013,7,0.25744314149572506,0.09746206616876753,0.19167990267311008,0.7181575479030786
2013,8,0.23929173693086003,0.107858347386172,0.14691399662731872,0.0
2013,9,0.24938961820176214,0.29938784897915854,0.18930681858391424,0.0
2013,10,0.3175830567625825,0.2815889417319602,0.2576042700242926,0.0
2013,11,0.3776894127671661,0.21430093019953134,0.23464460697294612,0.0
2013,12,0.5128570435749531,0.20213357425811385,0.30349572590173046,0.0
2014,1,0.5934599008864382,0.21323375444964054,0.2827877434215118,0.0
2014,2,0.6025586518764735,0.1399528465968384,0.2940517141421559,0.0
2014,3,0.5019307681699076,0.19759343538822233,0.19014618673286443,0.0
2014,4,0.3120304729658237,0.2936902620533982,0.2787712058688675,0.6135153246570028
2014,5,0.29264609999656843,0.3841323221577846,0.20617000102947736,0.7161730894615833
2014,6,0.12999038427294418,0.10224723102674596,0.3267210370739699,0.6149791659247125
2014,7,0.42637962611009367,0.03745810152389509,0.1743322160406372,0.7465358167179239
2014,8,0.13382668234317727,0.10145929870668788,0.2567950757313784,0.0
2014,9,0.3016823495865412,0.12938408896492729,0.2260835471913316,0.0
2014,10,0.22723681950884425,0.19244375751330928,0.256053580628542,0.0
2014,11,0.5153738267342756,0.16441903117919948,0.2203761642751825,0.0
2014,12,0.16047014508928573,0.20846121651785715,0.26827566964285715,0.0
2015,1,0.33378794236956216,0.2408378794236956,0.2235277661211358,0.0
2015,2,0.650050705983306,0.10289414150869802,0.21745065917778297,0.0
2015,3,0.2912334388148972,0.3236777132524255,0.1896581701846507,0.0
2015,4,0.19934007603471773,0.2935944336848146,0.2557205365468761,0.6416325945054157
2015,5,0.22231891120470604,0.2630443106268927,0.3460962790211981,0.5678930697204915
2015,6,0.14754988953677883,0.13400456339864547,0.31194089312230633,0.626815399659556
2015,7,0.2011867364746946,0.08275741710296684,0.25678883071553227,0.6749040139616056
2015,8,0.248601896557713,0.03435339886762305,0.1978186112751398,0.0
2015,9,0.13705931074219455,0.3167560949259966,0.19928697468400014,0.0
2015,10,0.19072778166550036,0.26284114765570327,0.16518544436669,0.0
2015,11,0.14216308328196947,0.4847177404735144,0.2980312533990791,0.0
2015,12,0.05333520968195891,0.46597945398255,0.36032929918378837,0.0
2016,1,0.2858364815738827,0.2239646446646233,0.2189393399386984,0.0
2016,2,0.17653943443953637,0.3560237097444029,0.23430362064408955,0.0
2016,3,0.11014472340575372,0.4748758759111236,0.30420085214268106,0.0
2016,4,0.2671791710483374,0.34833375639119557,0.25263806795518007,0.6400623708162599
2016,5,0.3042434512462049,0.2704935395043423,0.29195791852008757,0.6333050907293652
2016,6,0.14596363636363635,0.32694545454545454,0.18538181818181818,0.7734545454545455
2016,7,0.11963483245461944,0.09069035065992002,0.28778174869962136,0.629418633452461
2016,8,0.07575114881583599,0.08985507246376812,0.28610816542948037,0.0
2016,9,0.07629864220450656,0.2912161916202541,0.2472061446616432,0.0
2016,10,0.12034918511739237,0.3735435953395051,0.17920377345207505,0.0
2016,11,0.09179765855793427,0.5459353003391808,0.16900689303038038,0.0
2016,12,0.3114033520351642,0.1588821784654969,0.2860665403995283,0.0
2017,1,0.21687089326940154,0.3397620316107263,0.3459776238678743,0.0
2017,2,0.10921222053142925,0.5562448788481797,0.1945452417183659,0.0
2017,3,0.2601505353546062,0.3235096646524612,0.3052404678610552,0.0
2017,4,0.1085367636310481,0.38952638503142817,0.32926472737903817,0.5718827656775325
2017,5,0.2657397226261838,0.24924626680381656,0.2824814670308233,0.6426417905153762
2017,6,0.22783743174405394,0.2101733426173636,0.2301462234763807,0.7171180415582512
2017,7,0.14472240897349706,0.12745479636247833,0.20682212235943526,0.7260181876083649
2017,8,0.28581007163778804,0.018315276846525744,0.21505452235593042,0.0
2017,9,0.2137623331398723,0.3428612884503772,0.13950957632037145,0.0
2017,10,0.20108346995509302,0.3713735832917528,0.278031221042127,0.0
2017,11,0.2643593247885347,0.23927898644405865,0.1895615557935951,0.0
2017,12,0.3348573916829959,0.3183467595616518,0.21921039262646055,0.0
2018,1,0.4237527625810659,0.3015108148255498,0.2331799572479258,0.0
2018,2,0.37923847695390783,0.31234468937875753,0.40304609218436876,0.0
2018,3,0.2575079643483552,0.14282134803307442,0.2488456169237928,0.0
2018,4,0.5898087268380156,0.15948147041243277,0.19624178123132097,0.7102136879856545
2018,5,0.06641640196361537,0.6097675425931274,0.27862402541149295,0.6535157377995957
2018,6,0.08783404971033451,0.30121472621939827,0.26413754438422726,0.6850682115492431
2018,7,0.16087366664247876,0.13783469994920544,0.18402147884768885,0.7514694144111458
2018,8,0.10220954581558235,0.10885262473824825,0.2795508700989241,0.0
2018,9,0.17699479537199986,0.31939191972142134,0.2652488111731007,0.0
2018,10,0.34639880627433856,0.20544455362666958,0.31087818903082576,0.0
2018,11,0.42180040918390543,0.10199287716905357,0.2896491626884898,0.0
2018,12,0.15023126734505088,0.2774838112858464,0.2680481036077706,0.0
2019,1,0.32574124990711156,0.24578286393698448,0.3136285947833841,0.0
2019,2,0.4050118242542422,0.21096958884786127,0.41488611376177237,0.0
2019,3,0.3364118541597122,0.17948147323912317,0.2653833314788027,0.0
2019,4,0.226640838650866,0.3119492555454269,0.28524764509267697,0.6042996049832877
2019,5,0.2787295972882355,0.21465679230684204,0.40068531004752955,0.5135035555064293
2019,6,0.2179334231287281,0.10051953049836444,0.2899365018279777,0.6492976717336925
2019,7,0.11105339319505769,0.0917220140254536,0.22785796445400913,0.6952246669882379
2019,8,0.18659687407844294,0.04943232084930699,0.24837805956944853,0.0
2019,9,0.04181437011625691,0.3498380026681914,0.26476081570421195,0.0
2019,10,0.30402140786441684,0.16542778562402438,0.298372110309968,0.0
2019,11,0.3565449895373169,0.13361233821591878,0.2596682941951484,0.0
2019,12,0.18176393809435018,0.3743427186276338,0.21957859407048294,0.0
2020,1,0.1591564595272877,0.30434131175787543,0.30179420908716337,0.0
2020,2,0.2417910447761194,0.2318009950248756,0.2624875621890547,0.0
2020,3,0.09538496257569488,0.31041486440741717,0.33670590890284724,0.0
2020,4,0.37302296661873857,0.20312439280301559,0.24361714529980957,0.6327284032176582
2020,5,0.3174025584274299,0.16821097647897362,0.28979254979930225,0.6307911617961511
2020,6,0.12714937419581238,0.24408312863102896,0.20407844972121494,0.7500682341014544
2020,7,0.054036776595344636,0.11093144812544654,0.23088782762381077,0.7019516414093935
2020,8,0.2065436560776108,0.10108426859425527,0.16336313486779533,0.0
2020,9,0.25051703281695087,0.13060444062902407,0.21317360596246146,0.0
2020,10,0.388229494520496,0.2463311971483827,0.23377953054491676,0.0
2020,11,0.17297593855317814,0.42428873736186223,0.19206050630927188,0.0
2020,12,0.20365286357050255,0.2953938839319759,0.17890642873484328,0.0
2021,1,0.14134154688569472,0.21480720967373945,0.27610464674119706,0.0
2021,2,0.5179840712511775,0.15269332876595015,0.3099683137792241,0.0
2021,3,0.11925522598332254,0.43814491870692607,0.24761070707839927,0.0
2021,4,0.2727165168007572,0.29468370405426725,0.20216122416784982,0.69380028395646
2021,5,0.368837586379956,0.2165386248697062,0.2607419989962553,0.6574914102613597
2021,6,0.13928087379414814,0.3042732998485211,0.22893247229530414,0.7221159212309655
2021,7,0.13168228295944948,0.0585513782512344,0.21589362777496987,0.7183624275883519
2021,8,0.12245136186770428,0.14400778210116733,0.21307392996108948,0.0
2021,9,0.15727661635321658,0.30930664298974897,0.1710791831463395,0.0
2021,10,0.12256582022121826,0.4043464714129927,0.3109908085371553,0.0
2021,11,0.23757459249469343,0.2842724978973928,0.14305739116504465,0.0
2021,12,0.14522481768903794,0.4869555044261592,0.2589400616152556,0.0
